coin,time,status,weekly_velocity,weekly_direction,daily_direction,blockers,zone,origin,terminal,targets
BTC,1774180800000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774195200000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774209600000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774224000000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774238400000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774252800000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774267200000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774281600000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774296000000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774310400000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774324800000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774339200000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774353600000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774368000000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774382400000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774396800000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774411200000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774425600000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774440000000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774454400000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774468800000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774483200000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774497600000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774512000000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774526400000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774540800000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774555200000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774569600000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774584000000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774598400000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774612800000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774627200000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774641600000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774656000000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774670400000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774684800000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774699200000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774713600000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774728000000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774742400000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774756800000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774771200000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774785600000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774800000000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774814400000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774828800000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774843200000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774857600000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774872000000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774886400000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774900800000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774915200000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774929600000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774944000000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774958400000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774972800000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1774987200000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775001600000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775016000000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775030400000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775044800000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775059200000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775073600000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775088000000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775102400000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775116800000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775131200000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775145600000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775160000000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775174400000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775188800000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775203200000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775217600000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775232000000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775246400000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775260800000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775275200000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775289600000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775304000000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775318400000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775332800000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775347200000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775361600000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775376000000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775390400000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775404800000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775419200000,rejected,,,,weekly_warmup_unknown;daily_structure_unknown;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775433600000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775448000000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775462400000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775476800000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775491200000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775505600000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775520000000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775534400000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775548800000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775563200000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775577600000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775592000000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable;hourly_stop_unknown,null,,,[]
BTC,1775606400000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775620800000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775635200000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775649600000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775664000000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775678400000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775692800000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775707200000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775721600000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775736000000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775750400000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775764800000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775779200000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775793600000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775808000000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775822400000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775836800000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775851200000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775865600000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775880000000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775894400000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775908800000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775923200000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775937600000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775952000000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775966400000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775980800000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1775995200000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1776009600000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1776024000000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1776038400000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1776052800000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1776067200000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1776081600000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1776096000000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1776110400000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1776124800000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1776139200000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1776153600000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1776168000000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1776182400000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1776196800000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
BTC,1776211200000,rejected,,,0,weekly_warmup_unknown;daily_mixed;impulse_unavailable;zone_unavailable;reaction_absent;two_objectives_unavailable,null,65697.0,72772.0,[]
